OBJECTID,FEATURE,DATE_MOD,OWNER,OWNER_NAME,OPERATOR,CLASS,LINE_NAME,RR_TYPE1,RR_TYPE2,RR_TYPE3,GDB_SUBTYP,GISCODE,Subdivisio,MP_From,MP_To,Direction,Station_To,Station__F,Comments,Trk_Name,HAUL_RIGHT,TRACK_RIGH,STRACNET,ELECTRIFIC,WEIGHT_LIM,PARENT_CO,BUS_FID_Le,ShapeSTLength
1,MultipleTrack,2006-03-30T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,PORT JEFFERSON BRANCH,COMM,C3,NA,3,n/a,Port Jefferson,0,94.30000305,East,Greenport,Penn Station, ,South Side Ext.,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,1320.69655872,4333.72750878215
2,SingleTrack,2006-04-19T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,7314.45668448,23997.7537604668
3,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,BH Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,363.60366241,1192.64099940399
4,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,451.72688733,1481.9398213057
5,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,778.83269273,2554.70692420785
6,MultipleTrack,2006-04-19T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,PD Main to School,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,53.79406101,176.498195371487
7,MultipleTrack,2006-04-19T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Bellport Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,578.06323352,1896.57725430296
8,Siding,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,0,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,132.838799,435.899847127879
9,Siding,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,0,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,98.54001578,323.351856120623
10,Siding,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,0,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,82.91659445,272.08424019863
11,MultipleTrack,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,LIRR MAIN LINE,COMM,C3,NA,3,n/a,Main Line,0,0, , , , ,Main 1 to N Side Tk,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,71.67473753,235.195647988156
12,SingleTrack,2006-03-29T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,CENTRAL BRANCH,COMM,C3,NA,3,150770271,Central,28.70000076,35.90000153, ,Bellmont Junction,Bethpage, ,Main,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,6070.28323392,19919.2231459531
13,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Babylon 1 to 2,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,88.69706129,291.045735643428
14,Siding,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,407.39581,1336.83282050423
15,SingleTrack,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,LIRR MAIN LINE,COMM,C3,NA,3,151070211,Main Line,0,94.30000305,East,Greenport,Penn Station, ,Single Main,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,2972.81753053,9754.9556595605
16,Siding,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,0,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,237.73931271,780.109386279089
17,Siding,2006-03-30T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON BRANCH,COMM,C3,NA,3,n/a,Port Jefferson,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,293.46648735,962.983457825453
18,MultipleTrack,2006-03-30T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,PORT JEFFERSON BRANCH,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , ,Hunt 2 to 1,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,64.51758985,211.708213739557
19,MultipleTrack,2006-03-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,PORT JEFFERSON BRANCH,COMM,C3,NA,3,n/a,Port Jefferson,0,94.30000305,East,Greenport,Penn Station, ,Track 2,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,16162.6944032,53037.3163436164
20,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,SK Freight Track,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,452.01998536,1482.90138827591
21,Siding,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,0,MONTAUK BRANCH,C3,NA,NA,1,n/a,Montauk,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,89.91757702,294.945921764411
22,Siding,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,0,MONTAUK BRANCH,C3,NA,NA,1,n/a,Montauk,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,108.71273786,356.596447840314
23,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,844.32572101,2769.43808996073
24,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,553.02305692,1813.85530153513
25,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,24.79999924,63.70000076,East,Port Jefferson,Hicksville, ,3 Lead,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,803.03461593,2634.79700848181
26,MultipleTrack,2006-03-30T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,PORT JEFFERSON BRANCH,COMM,C3,NA,3,150670261,Port Jefferson,24.79999924,63.70000076,East,Port Jefferson,Hicksville, ,Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,712.30532118,2337.25637844031
27,MultipleTrack,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,LIRR MAIN LINE,COMM,C3,NA,3,151070211,Main Line,0,94.30000305,East,Greenport,Penn Station, ,Single Main,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,697.21568647,2287.81852301813
28,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,SN Crossover,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,41.79821647,137.105256373587
29,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Easthampton Freight,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,553.39169549,1815.06436199522
30,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,0, , , , ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,524.19418776,1719.24005682867
31,Siding,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,0,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,321.5709703,1055.19122100973
32,MultipleTrack,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,0,LIRR MAIN LINE,COMM,C3,NA,3,n/a,Main Line,0,0, , , , ,DK Siding,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,1504.23605275,4935.8852391417
33,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,ND Crossover,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,48.79531228,160.066715977498
34,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,498.78676237,1636.6773949015
35,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,488.52801129,1603.01458781526
36,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,PT Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,577.05091834,1893.10596112287
37,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Babylon 1 to 2,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,80.65662651,264.662453720675
38,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Babylon 2 to 1,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,74.25941624,243.670978947209
39,MultipleTrack,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Babylon 2 to 1,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,68.7056104,225.446145756608
40,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,11532.8032578,37832.8751060807
41,Yard,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,SPEONK YARD,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,West Wye,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,320.86902648,1052.64699197421
42,MultipleTrack,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,LIRR MAIN LINE,COMM,C3,NA,3,n/a,Main Line,0,94.30000305,East,Greenport,Penn Station, ,KO S Side to Main,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,52.22512231,171.355456943411
43,Yard,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,RONKONKOMA YARD,COMM,NA,NA,2,n/a,Main Line,0,0, , , , ,KO Wash Track,n/a,n/a,N,R,263,Metropolitan Transportation Authority,468.38102248,1536.80195832033
44,Yard,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,2,RONKONKOMA YARD,COMM,NA,NA,2,n/a,Main Line,0,0, , , , ,Wash to S Side,n/a,n/a,N,R,263,Metropolitan Transportation Authority,101.59949324,333.357249285661
45,Yard,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,RONKONKOMA YARD,COMM,NA,NA,2,n/a,Main Line,0,0, , , , ,Track 11,n/a,n/a,N,R,263,Metropolitan Transportation Authority,520.80285289,1708.799591228
46,Yard,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,RONKONKOMA YARD,COMM,NA,NA,2,n/a,Main Line,0,0, , , , ,Track 10,n/a,n/a,N,R,263,Metropolitan Transportation Authority,384.2544277,1260.77189603852
47,Yard,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,RONKONKOMA YARD,COMM,NA,NA,2,n/a,Main Line,0,0, , , , ,Track 4,n/a,n/a,N,R,263,Metropolitan Transportation Authority,475.99597423,1561.7848975547
48,Yard,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,RONKONKOMA YARD,COMM,C3,NA,3,n/a,Main Line,0,0, , , , ,Team Track,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,118.85519338,389.973585531187
49,Yard,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,RONKONKOMA YARD,COMM,NA,NA,2,n/a,Main Line,0,0, , , , ,Track 0,n/a,n/a,N,R,263,Metropolitan Transportation Authority,480.69743773,1577.2105450024
50,Siding,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,761.66295226,2499.05347451157
51,Siding,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,580.01365644,1903.0531865957
52,Siding,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,159.72032955,524.049743806154
53,Siding,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,211.5530556,694.111575177764
54,Siding,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,170.83760171,560.514221558565
55,Yard,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,RONKONKOMA YARD,COMM,NA,NA,2,n/a,Main Line,0,0, , , , ,Track 1,n/a,n/a,N,R,263,Metropolitan Transportation Authority,469.03108187,1538.9326282928
